Query_1	6VYO_D	64.103	39	14	0	120	236	76	114	6.90e-11	51.6
Query_1	6VYO_C	64.103	39	14	0	120	236	76	114	6.90e-11	51.6
Query_1	6VYO_B	64.103	39	14	0	120	236	76	114	6.90e-11	51.6
Query_1	6VYO_A	64.103	39	14	0	120	236	76	114	6.90e-11	51.6
Query_1	6M3M_A	64.103	39	14	0	120	236	83	121	1.03e-10	51.2
Query_1	6M3M_B	64.103	39	14	0	120	236	83	121	1.03e-10	51.2
Query_1	6M3M_D	64.103	39	14	0	120	236	83	121	1.03e-10	51.2
Query_1	6M3M_C	64.103	39	14	0	120	236	83	121	1.03e-10	51.2
Query_1	QIC50515	69.444	36	8	1	92	199	298	330	2.17e-10	52.0
Query_1	QIC50515	64.103	39	14	0	120	236	121	159	3.41e-10	51.6
Query_1	QIC50515	100.000	23	0	0	12	80	6	28	7.10e-10	50.4
Query_1	QIC50514	69.444	36	8	1	92	199	298	330	2.17e-10	52.0
Query_1	QIC50514	64.103	39	14	0	120	236	121	159	3.41e-10	51.6
Query_1	QIC50514	100.000	23	0	0	12	80	6	28	7.10e-10	50.4
Query_1	QID21055	69.444	36	8	1	92	199	298	330	2.17e-10	52.0
Query_1	QID21055	64.103	39	14	0	120	236	121	159	3.41e-10	51.6
Query_1	QID21055	100.000	23	0	0	12	80	6	28	7.10e-10	50.4
Query_1	QIJ96530	69.444	36	8	1	92	199	298	330	2.21e-10	52.0
Query_1	QIJ96530	64.103	39	14	0	120	236	121	159	3.15e-10	51.6
Query_1	QIJ96530	100.000	23	0	0	12	80	6	28	6.56e-10	50.8
Query_1	QIM47464	69.444	36	8	1	92	199	298	330	2.21e-10	52.0
Query_1	QIM47464	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QIM47464	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QIQ08837	69.444	36	8	1	92	199	298	330	2.21e-10	52.0
Query_1	QIQ08837	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QIQ08837	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QIQ08817	69.444	36	8	1	92	199	298	330	2.21e-10	52.0
Query_1	QIQ08817	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QIQ08817	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QIQ08807	69.444	36	8	1	92	199	298	330	2.21e-10	52.0
Query_1	QIQ08807	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QIQ08807	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QIQ08797	69.444	36	8	1	92	199	298	330	2.21e-10	52.0
Query_1	QIQ08797	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QIQ08797	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QIE07458	69.444	36	8	1	92	199	298	330	2.24e-10	52.0
Query_1	QIE07458	64.103	39	14	0	120	236	121	159	3.00e-10	51.6
Query_1	QIE07458	100.000	23	0	0	12	80	6	28	6.50e-10	50.8
Query_1	BCB15098	69.444	36	8	1	92	199	298	330	2.24e-10	52.0
Query_1	BCB15098	64.103	39	14	0	120	236	121	159	3.00e-10	51.6
Query_1	BCB15098	100.000	23	0	0	12	80	6	28	6.50e-10	50.8
Query_1	QII57305	69.444	36	8	1	92	199	298	330	2.24e-10	52.0
Query_1	QII57305	64.103	39	14	0	120	236	121	159	3.00e-10	51.6
Query_1	QII57305	100.000	23	0	0	12	80	6	28	6.50e-10	50.8
Query_1	QHD43423	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHD43423	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHD43423	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHN73802	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHN73802	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHN73802	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHN73817	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHN73817	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHN73817	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHO60601	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHO60601	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHO60601	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHO62884	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHO62884	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHO62884	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHO62110	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHO62110	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHO62110	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHQ71980	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHQ71980	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHQ71980	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHQ82471	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHQ82471	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHQ82471	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHO62115	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHO62115	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHO62115	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHQ71970	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHQ71970	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHQ71970	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHR63298	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHR63298	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHR63298	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHR63278	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHR63278	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHR63278	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHR63288	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHR63288	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHR63288	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHR63268	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHR63268	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHR63268	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHR63258	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHR63258	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHR63258	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHR84456	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHR84456	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHR84456	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHU79201	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHU79201	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHU79201	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHU36831	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHU36831	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHU36831	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHU36841	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHU36841	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHU36841	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHU79181	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHU79181	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHU79181	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHU36871	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHU36871	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHU36871	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHU36861	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHU36861	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHU36861	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHU36851	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHU36851	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHU36851	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHU79211	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHU79211	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHU79211	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHW06046	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHW06046	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHW06046	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
Query_1	QHW06066	69.444	36	8	1	92	199	298	330	2.28e-10	52.0
Query_1	QHW06066	64.103	39	14	0	120	236	121	159	3.25e-10	51.6
Query_1	QHW06066	100.000	23	0	0	12	80	6	28	6.63e-10	50.8
